epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,8453.54,0.75812,0.58104,1.18347,0.90261,0.91609,0.95052,0.74933,0.9122,0.48975,1.2342,0.000782949,0.000782949,0.000782949
139,8509.63,0.75621,0.57448,1.19006,0.919,0.84732,0.93945,0.72449,0.91713,0.52635,1.23766,0.000778233,0.000778233,0.000778233
140,8568.94,0.75934,0.58879,1.19302,0.90606,0.88149,0.94251,0.737,0.88834,0.55383,1.23368,0.000773518,0.000773518,0.000773518
141,8629.24,0.77048,0.61304,1.18514,0.87564,0.88428,0.94178,0.75315,0.79622,0.56535,1.16862,0.000768802,0.000768802,0.000768802
142,8682.59,0.76973,0.60388,1.19577,0.91619,0.87282,0.94579,0.76457,0.82681,0.50671,1.16606,0.000764086,0.000764086,0.000764086
143,8742.05,0.74868,0.58518,1.19954,0.92182,0.89133,0.9579,0.76985,0.81289,0.47415,1.16386,0.000759371,0.000759371,0.000759371
144,8801.54,0.77844,0.59037,1.2028,0.89406,0.90689,0.95186,0.76167,0.81802,0.48847,1.17188,0.000754655,0.000754655,0.000754655
145,8861.85,0.74627,0.58674,1.18323,0.9108,0.85395,0.94788,0.78177,0.79015,0.48372,1.14223,0.000749939,0.000749939,0.000749939
146,8927.32,0.74457,0.54587,1.16967,0.92247,0.86172,0.94752,0.7812,0.73488,0.46305,1.1204,0.000745223,0.000745223,0.000745223
147,8984.71,0.74908,0.55677,1.17347,0.93096,0.88362,0.94769,0.75952,0.81598,0.49502,1.16961,0.000740508,0.000740508,0.000740508
148,9057.98,0.74938,0.59655,1.18238,0.88074,0.91205,0.9443,0.7492,0.82459,0.48609,1.17393,0.000735792,0.000735792,0.000735792
149,9114.5,0.7462,0.59106,1.17721,0.90344,0.88224,0.94526,0.75293,0.85968,0.50568,1.19486,0.000731076,0.000731076,0.000731076
150,9176.27,0.71507,0.55336,1.15251,0.92553,0.8919,0.95138,0.76111,0.81736,0.49865,1.17474,0.000726361,0.000726361,0.000726361
151,9236.35,0.7074,0.53033,1.14486,0.97508,0.88654,0.9456,0.77295,0.76439,0.47802,1.14969,0.000721645,0.000721645,0.000721645
152,9298.76,0.73399,0.56104,1.16037,0.9472,0.85495,0.94702,0.76454,0.78154,0.48863,1.14969,0.000716929,0.000716929,0.000716929
153,9347.8,0.70718,0.53116,1.14535,0.96099,0.86674,0.95998,0.78513,0.75274,0.46147,1.13494,0.000712214,0.000712214,0.000712214
154,9412.27,0.71393,0.54798,1.14755,0.91513,0.88782,0.9413,0.76361,0.76714,0.49602,1.14256,0.000707498,0.000707498,0.000707498
